p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
4.986999928951263428e-01,9.976999759674072266e-01,4.957000017166137695e-01,1.710000075399875641e-02,7.717999815940856934e-01,9.887999892234802246e-01,6.049999967217445374e-02,-3.000000026077032089e-03,4.199999850243330002e-03,-1.300000003539025784e-03,2.334000021219253540e-01
4.963999986648559570e-01,9.945999979972839355e-01,4.970000088214874268e-01,1.420000009238719940e-02,7.736999988555908203e-01,9.850999712944030762e-01,6.100000068545341492e-02,-5.900000222027301788e-03,3.500000108033418655e-03,-5.700000096112489700e-03,2.365999966859817505e-01
4.954000115394592285e-01,9.936000108718872070e-01,4.979000091552734375e-01,1.460000034421682358e-02,7.725999951362609863e-01,9.897999763488769531e-01,5.999999865889549255e-02,-3.899999894201755524e-03,4.499999806284904480e-03,-6.800000090152025223e-03,2.380000054836273193e-01
4.939999878406524658e-01,9.951999783515930176e-01,4.999000132083892822e-01,1.410000026226043701e-02,7.720000147819519043e-01,9.868000149726867676e-01,5.950000137090682983e-02,-6.000000052154064178e-03,4.900000058114528656e-03,-8.700000122189521790e-03,2.357999980449676514e-01
4.900000095367431641e-01,9.954000115394592285e-01,5.013999938964843750e-01,1.310000009834766388e-02,7.739999890327453613e-01,9.901999831199645996e-01,6.100000068545341492e-02,-4.100000020116567612e-03,1.799999969080090523e-03,-6.099999882280826569e-03,2.360000014305114746e-01
4.927999973297119141e-01,9.966999888420104980e-01,4.995999932289123535e-01,1.530000008642673492e-02,7.774000167846679688e-01,9.944999814033508301e-01,5.680000036954879761e-02,-3.899999894201755524e-03,2.099999925121665001e-03,-2.600000007078051567e-03,2.363000065088272095e-01
4.911000132560729980e-01,9.954000115394592285e-01,4.963000118732452393e-01,1.389999967068433762e-02,7.802000045776367188e-01,9.957000017166137695e-01,5.620000138878822327e-02,-3.199999919161200523e-03,4.900000058114528656e-03,-2.400000113993883133e-03,2.349999994039535522e-01
4.948999881744384766e-01,9.933000206947326660e-01,4.934999942779541016e-01,1.400000043213367462e-02,7.814999818801879883e-01,9.951999783515930176e-01,5.999999865889549255e-02,1.099999994039535522e-03,2.899999963119626045e-03,-4.300000146031379700e-03,2.320999950170516968e-01
4.930000007152557373e-01,9.937999844551086426e-01,4.914000034332275391e-01,1.510000042617321014e-02,7.839000225067138672e-01,9.962000250816345215e-01,6.120000034570693970e-02,3.100000089034438133e-03,2.600000007078051567e-03,-4.399999976158142090e-03,2.335000038146972656e-01
4.923000037670135498e-01,9.944000244140625000e-01,4.887999892234802246e-01,1.150000002235174179e-02,7.817999720573425293e-01,9.972000122070312500e-01,5.880000069737434387e-02,6.000000284984707832e-04,5.299999844282865524e-03,-3.599999938160181046e-03,2.331999987363815308e-01
4.923000037670135498e-01,9.927999973297119141e-01,4.891999959945678711e-01,1.360000018030405045e-02,7.838000059127807617e-01,9.981999993324279785e-01,5.880000069737434387e-02,-9.999999747378751636e-05,3.100000089034438133e-03,-3.899999894201755524e-03,2.357999980449676514e-01
4.945999979972839355e-01,9.951999783515930176e-01,4.873000085353851318e-01,1.740000024437904358e-02,7.810000181198120117e-01,9.958999752998352051e-01,5.700000002980232239e-02,-1.000000047497451305e-03,6.599999964237213135e-03,-5.799999926239252090e-03,2.364999949932098389e-01
4.943999946117401123e-01,9.952999949455261230e-01,4.864999949932098389e-01,1.730000041425228119e-02,7.803000211715698242e-01,9.973000288009643555e-01,5.979999899864196777e-02,2.300000051036477089e-03,6.200000178068876266e-03,-8.000000379979610443e-03,2.354999929666519165e-01
4.991999864578247070e-01,9.969000220298767090e-01,4.894999861717224121e-01,1.789999939501285553e-02,7.814999818801879883e-01,9.927999973297119141e-01,6.049999967217445374e-02,1.200000056996941566e-03,7.699999958276748657e-03,-5.200000014156103134e-03,2.352000027894973755e-01
4.988999962806701660e-01,9.980999827384948730e-01,4.898999929428100586e-01,1.989999972283840179e-02,7.817999720573425293e-01,9.934999942779541016e-01,5.550000071525573730e-02,-4.300000146031379700e-03,6.200000178068876266e-03,-4.199999850243330002e-03,2.327000051736831665e-01
5.008999705314636230e-01,9.962000250816345215e-01,4.914000034332275391e-01,1.539999991655349731e-02,7.846000194549560547e-01,9.940000176429748535e-01,5.299999937415122986e-02,-1.900000032037496567e-03,4.699999932199716568e-03,-4.600000102072954178e-03,2.318000048398971558e-01
5.055999755859375000e-01,9.990000128746032715e-01,4.905999898910522461e-01,1.319999992847442627e-02,7.897999882698059082e-01,9.969999790191650391e-01,5.249999836087226868e-02,-9.999999747378751636e-05,4.000000189989805222e-03,-2.899999963119626045e-03,2.310000061988830566e-01
5.012999773025512695e-01,9.976000189781188965e-01,4.902000129222869873e-01,1.190000027418136597e-02,7.947000265121459961e-01,9.986000061035156250e-01,5.409999936819076538e-02,4.900000058114528656e-03,4.300000146031379700e-03,-2.700000070035457611e-03,2.270999997854232788e-01
5.015000104904174805e-01,9.973999857902526855e-01,4.945000112056732178e-01,1.119999960064888000e-02,7.929999828338623047e-01,9.962000250816345215e-01,5.029999837279319763e-02,3.700000001117587090e-03,2.400000113993883133e-03,-8.600000292062759399e-03,2.231999933719635010e-01
5.020999908447265625e-01,9.937999844551086426e-01,4.952999949455261230e-01,1.260000001639127731e-02,7.940999865531921387e-01,9.955000281333923340e-01,5.050000175833702087e-02,2.499999944120645523e-03,1.300000003539025784e-03,-1.020000036805868149e-02,2.150000035762786865e-01
4.993000030517578125e-01,9.908999800682067871e-01,4.945999979972839355e-01,1.200000010430812836e-02,7.950000166893005371e-01,9.969000220298767090e-01,5.770000070333480835e-02,6.899999920278787613e-03,1.300000003539025784e-03,-1.219999976456165314e-02,2.093999981880187988e-01
4.995000064373016357e-01,9.961000084877014160e-01,4.954000115394592285e-01,8.200000040233135223e-03,7.968000173568725586e-01,9.941999912261962891e-01,5.719999969005584717e-02,1.099999994039535522e-02,-2.899999963119626045e-03,-7.000000216066837311e-03,2.061000019311904907e-01
4.963999986648559570e-01,9.934999942779541016e-01,4.927000105381011963e-01,8.299999870359897614e-03,7.960000038146972656e-01,9.957000017166137695e-01,5.629999935626983643e-02,1.180000044405460358e-02,-2.600000007078051567e-03,-3.899999894201755524e-03,2.089000046253204346e-01
4.950000047683715820e-01,9.947000145912170410e-01,4.927000105381011963e-01,7.799999788403511047e-03,7.968000173568725586e-01,9.952999949455261230e-01,5.730000138282775879e-02,1.279999967664480209e-02,-2.300000051036477089e-03,-4.300000146031379700e-03,2.140000015497207642e-01
4.966000020503997803e-01,9.904000163078308105e-01,4.894999861717224121e-01,9.999999776482582092e-03,7.962999939918518066e-01,9.940999746322631836e-01,5.849999934434890747e-02,1.329999975860118866e-02,-1.700000022538006306e-03,-2.199999988079071045e-03,2.141000032424926758e-01
4.972999989986419678e-01,9.883000254631042480e-01,4.891999959945678711e-01,1.329999975860118866e-02,7.939000129699707031e-01,9.904000163078308105e-01,5.930000171065330505e-02,1.350000035017728806e-02,-4.199999850243330002e-03,-4.000000189989805222e-03,2.195000052452087402e-01
5.009999871253967285e-01,9.871000051498413086e-01,4.905999898910522461e-01,1.740000024437904358e-02,7.935000061988830566e-01,9.900000095367431641e-01,5.880000069737434387e-02,9.999999776482582092e-03,-6.699999794363975525e-03,-2.199999988079071045e-03,2.248000055551528931e-01
4.984999895095825195e-01,9.880999922752380371e-01,4.916000068187713623e-01,1.810000091791152954e-02,7.911000251770019531e-01,9.857000112533569336e-01,5.939999967813491821e-02,9.600000455975532532e-03,-7.199999876320362091e-03,-4.800000227987766266e-03,2.237000018358230591e-01
5.011000037193298340e-01,9.873999953269958496e-01,4.912000000476837158e-01,1.539999991655349731e-02,7.901999950408935547e-01,9.894000291824340820e-01,6.040000170469284058e-02,7.100000046193599701e-03,-5.599999800324440002e-03,-2.199999988079071045e-03,2.299000024795532227e-01
5.030000209808349609e-01,9.864000082015991211e-01,4.921999871730804443e-01,1.480000000447034836e-02,7.897999882698059082e-01,9.896000027656555176e-01,6.239999830722808838e-02,7.100000046193599701e-03,-2.099999925121665001e-03,-8.999999845400452614e-04,2.339999973773956299e-01
5.037000179290771484e-01,9.850999712944030762e-01,4.925999939441680908e-01,1.620000042021274567e-02,7.922999858856201172e-01,9.875000119209289551e-01,6.250000000000000000e-02,5.700000096112489700e-03,-1.000000047497451305e-03,-2.300000051036477089e-03,2.407999932765960693e-01
5.038999915122985840e-01,9.850999712944030762e-01,4.939999878406524658e-01,1.840000040829181671e-02,7.911999821662902832e-01,9.879000186920166016e-01,5.869999900460243225e-02,5.100000184029340744e-03,-1.300000003539025784e-03,-4.600000102072954178e-03,2.433000057935714722e-01
5.031999945640563965e-01,9.890999794006347656e-01,4.932999908924102783e-01,1.920000091195106506e-02,7.918999791145324707e-01,9.882000088691711426e-01,6.019999831914901733e-02,2.700000070035457611e-03,-5.000000237487256527e-04,-4.699999932199716568e-03,2.372000068426132202e-01
5.030999779701232910e-01,9.904999732971191406e-01,4.932000041007995605e-01,2.160000056028366089e-02,7.868999838829040527e-01,9.883000254631042480e-01,5.959999933838844299e-02,3.999999898951500654e-04,1.300000003539025784e-03,-5.900000222027301788e-03,2.356999963521957397e-01
5.001999735832214355e-01,9.951000213623046875e-01,4.957000017166137695e-01,1.940000057220458984e-02,7.839999794960021973e-01,9.846000075340270996e-01,5.860000103712081909e-02,0.000000000000000000e+00,3.199999919161200523e-03,-7.300000172108411789e-03,2.370000034570693970e-01
4.977999925613403320e-01,9.981999993324279785e-01,4.952999949455261230e-01,1.779999956488609314e-02,7.836999893188476562e-01,9.873999953269958496e-01,6.190000101923942566e-02,3.999999898951500654e-04,6.999999750405550003e-04,-5.100000184029340744e-03,2.402999997138977051e-01
4.990000128746032715e-01,9.998999834060668945e-01,4.948999881744384766e-01,1.820000074803829193e-02,7.814999818801879883e-01,9.868000149726867676e-01,5.730000138282775879e-02,-1.999999949475750327e-04,2.700000070035457611e-03,-5.100000184029340744e-03,2.439000010490417480e-01
4.970000088214874268e-01,9.981999993324279785e-01,4.968999922275543213e-01,1.439999975264072418e-02,7.817999720573425293e-01,9.884999990463256836e-01,5.480000004172325134e-02,2.499999944120645523e-03,2.700000070035457611e-03,-3.500000108033418655e-03,2.442000061273574829e-01
4.984999895095825195e-01,1.001000046730041504e+00,4.982999861240386963e-01,1.750000007450580597e-02,7.828000187873840332e-01,9.901000261306762695e-01,5.750000104308128357e-02,5.400000140070915222e-03,-3.999999898951500654e-04,-1.799999969080090523e-03,2.413000017404556274e-01
5.005000233650207520e-01,9.990000128746032715e-01,4.943999946117401123e-01,1.909999921917915344e-02,7.789000272750854492e-01,9.890999794006347656e-01,5.799999833106994629e-02,1.700000022538006306e-03,-1.300000003539025784e-03,-3.800000064074993134e-03,2.433000057935714722e-01
4.959999918937683105e-01,9.993000030517578125e-01,4.963999986648559570e-01,1.730000041425228119e-02,7.817999720573425293e-01,9.907000064849853516e-01,5.779999867081642151e-02,3.400000045076012611e-03,-7.999999797903001308e-04,-2.099999925121665001e-03,2.432000041007995605e-01
4.997999966144561768e-01,9.986000061035156250e-01,4.950999915599822998e-01,1.659999974071979523e-02,7.800999879837036133e-01,9.919000267982482910e-01,6.199999898672103882e-02,8.999999845400452614e-04,-2.099999925121665001e-03,3.000000142492353916e-04,2.463999986648559570e-01
5.015000104904174805e-01,9.969999790191650391e-01,4.947000145912170410e-01,1.930000074207782745e-02,7.778000235557556152e-01,9.947000145912170410e-01,6.260000169277191162e-02,1.799999969080090523e-03,-3.500000108033418655e-03,-2.099999925121665001e-03,2.495999932289123535e-01
5.024999976158142090e-01,9.947000145912170410e-01,4.952999949455261230e-01,1.869999989867210388e-02,7.767999768257141113e-01,9.932000041007995605e-01,5.930000171065330505e-02,3.500000108033418655e-03,-1.599999959580600262e-03,-2.700000070035457611e-03,2.540999948978424072e-01
4.997000098228454590e-01,9.969000220298767090e-01,4.984000027179718018e-01,1.950000040233135223e-02,7.763000130653381348e-01,9.943000078201293945e-01,5.920000001788139343e-02,9.999999747378751636e-05,-1.399999950081110001e-03,-1.300000003539025784e-03,2.560999989509582520e-01
5.015000104904174805e-01,9.958000183105468750e-01,4.988000094890594482e-01,1.860000006854534149e-02,7.739999890327453613e-01,9.919999837875366211e-01,6.179999932646751404e-02,9.999999747378751636e-05,-3.000000142492353916e-04,-3.199999919161200523e-03,2.552999854087829590e-01
4.995999932289123535e-01,9.951000213623046875e-01,4.941999912261962891e-01,1.850000023841857910e-02,7.720999717712402344e-01,9.926999807357788086e-01,6.150000169873237610e-02,1.500000013038516045e-03,1.200000056996941566e-03,6.999999750405550003e-04,2.547999918460845947e-01
4.961999952793121338e-01,9.951000213623046875e-01,4.936000108718872070e-01,1.860000006854534149e-02,7.766000032424926758e-01,9.929000139236450195e-01,6.140000000596046448e-02,3.500000108033418655e-03,-1.200000056996941566e-03,9.999999747378751636e-05,2.576999962329864502e-01
5.012000203132629395e-01,9.937999844551086426e-01,4.909000098705291748e-01,1.520000025629997253e-02,7.746000289916992188e-01,9.915999770164489746e-01,6.190000101923942566e-02,3.899999894201755524e-03,-1.900000032037496567e-03,1.999999949475750327e-04,2.576999962329864502e-01
5.047000050544738770e-01,9.980000257492065430e-01,4.923000037670135498e-01,1.489999983459711075e-02,7.767999768257141113e-01,9.934999942779541016e-01,6.390000134706497192e-02,4.300000146031379700e-03,-2.099999925121665001e-03,-1.300000003539025784e-03,2.601000070571899414e-01
5.063999891281127930e-01,9.969999790191650391e-01,4.941999912261962891e-01,1.720000058412551880e-02,7.774999737739562988e-01,9.936000108718872070e-01,6.100000068545341492e-02,8.999999845400452614e-04,-4.000000189989805222e-03,-4.999999888241291046e-03,2.624999880790710449e-01
5.073999762535095215e-01,9.969000220298767090e-01,4.947000145912170410e-01,1.200000010430812836e-02,7.784000039100646973e-01,9.940000176429748535e-01,5.939999967813491821e-02,3.199999919161200523e-03,-6.699999794363975525e-03,-2.300000051036477089e-03,2.633999884128570557e-01
5.058000087738037109e-01,9.972000122070312500e-01,4.968999922275543213e-01,1.020000036805868149e-02,7.810000181198120117e-01,9.958000183105468750e-01,6.109999865293502808e-02,1.300000003539025784e-03,-8.000000379979610443e-03,-5.299999844282865524e-03,2.655999958515167236e-01
5.045999884605407715e-01,9.973000288009643555e-01,4.977999925613403320e-01,7.899999618530273438e-03,7.806000113487243652e-01,9.929000139236450195e-01,6.459999829530715942e-02,7.999999797903001308e-04,-5.799999926239252090e-03,-4.000000189989805222e-03,2.646000087261199951e-01
5.026000142097473145e-01,9.968000054359436035e-01,4.947000145912170410e-01,8.100000210106372833e-03,7.810999751091003418e-01,9.945999979972839355e-01,6.350000202655792236e-02,-1.599999959580600262e-03,-8.700000122189521790e-03,-6.399999838322401047e-03,2.666000127792358398e-01
4.988000094890594482e-01,9.973000288009643555e-01,4.957000017166137695e-01,1.009999960660934448e-02,7.796000242233276367e-01,9.994000196456909180e-01,6.379999965429306030e-02,3.999999898951500654e-04,-4.199999850243330002e-03,-3.599999938160181046e-03,2.666999995708465576e-01
5.008000135421752930e-01,9.955999851226806641e-01,4.945999979972839355e-01,7.000000216066837311e-03,7.793999910354614258e-01,1.000200033187866211e+00,6.430000066757202148e-02,1.099999994039535522e-03,-6.699999794363975525e-03,-2.199999988079071045e-03,2.676999866962432861e-01
4.981999993324279785e-01,9.937000274658203125e-01,4.970000088214874268e-01,9.800000116229057312e-03,7.820000052452087402e-01,9.987999796867370605e-01,6.440000236034393311e-02,-3.299999982118606567e-03,-7.300000172108411789e-03,-3.400000045076012611e-03,2.658999860286712646e-01
4.991999864578247070e-01,9.980000257492065430e-01,4.968999922275543213e-01,9.100000374019145966e-03,7.843999862670898438e-01,1.001600027084350586e+00,6.319999694824218750e-02,-2.799999900162220001e-03,-5.900000222027301788e-03,-3.599999938160181046e-03,2.671999931335449219e-01
5.016000270843505859e-01,9.973000288009643555e-01,4.984999895095825195e-01,5.700000096112489700e-03,7.867000102996826172e-01,1.001700043678283691e+00,6.319999694824218750e-02,-1.999999949475750327e-04,-3.700000001117587090e-03,-3.599999938160181046e-03,2.673999965190887451e-01
4.995999932289123535e-01,9.975000023841857910e-01,4.959000051021575928e-01,1.290000043809413910e-02,7.886000275611877441e-01,1.000800013542175293e+00,6.480000168085098267e-02,-1.599999959580600262e-03,-3.400000045076012611e-03,-2.099999925121665001e-03,2.714999914169311523e-01
5.018000006675720215e-01,9.976999759674072266e-01,4.982999861240386963e-01,1.290000043809413910e-02,7.865999937057495117e-01,9.997000098228454590e-01,6.549999862909317017e-02,-2.400000113993883133e-03,-3.400000045076012611e-03,-1.599999959580600262e-03,2.678999900817871094e-01
5.038999915122985840e-01,9.961000084877014160e-01,4.950999915599822998e-01,1.480000000447034836e-02,7.845000028610229492e-01,9.987999796867370605e-01,6.599999964237213135e-02,-3.100000089034438133e-03,-2.400000113993883133e-03,-3.800000064074993134e-03,2.716999948024749756e-01
5.042999982833862305e-01,9.961000084877014160e-01,4.952000081539154053e-01,1.130000036209821701e-02,7.875000238418579102e-01,9.968000054359436035e-01,6.650000065565109253e-02,-6.300000008195638657e-03,-2.300000051036477089e-03,-5.000000237487256527e-04,2.707999944686889648e-01
5.048000216484069824e-01,9.980000257492065430e-01,4.939000010490417480e-01,1.169999968260526657e-02,7.864000201225280762e-01,9.976000189781188965e-01,6.650000065565109253e-02,-5.499999970197677612e-03,-1.999999949475750327e-04,-4.000000189989805222e-03,2.725999951362609863e-01
5.015000104904174805e-01,9.970999956130981445e-01,4.939999878406524658e-01,1.579999923706054688e-02,7.832999825477600098e-01,9.929000139236450195e-01,6.679999828338623047e-02,-6.800000090152025223e-03,-1.000000047497451305e-03,-2.499999944120645523e-03,2.743000090122222900e-01
4.993000030517578125e-01,9.988999962806701660e-01,4.905999898910522461e-01,1.460000034421682358e-02,7.796999812126159668e-01,9.919000267982482910e-01,6.239999830722808838e-02,-1.140000019222497940e-02,-1.900000032037496567e-03,-7.999999797903001308e-04,2.775000035762786865e-01
5.000000000000000000e-01,9.957000017166137695e-01,4.945000112056732178e-01,1.389999967068433762e-02,7.774000167846679688e-01,9.912999868392944336e-01,6.219999864697456360e-02,-1.049999985843896866e-02,-5.799999926239252090e-03,-8.999999845400452614e-04,2.752999961376190186e-01
4.977000057697296143e-01,9.929000139236450195e-01,4.932999908924102783e-01,1.190000027418136597e-02,7.767000198364257812e-01,9.900000095367431641e-01,6.350000202655792236e-02,-1.370000001043081284e-02,-6.300000008195638657e-03,7.999999797903001308e-04,2.757000029087066650e-01
4.975000023841857910e-01,9.929000139236450195e-01,4.916999936103820801e-01,1.240000035613775253e-02,7.782999873161315918e-01,9.883000254631042480e-01,6.049999967217445374e-02,-1.040000002831220627e-02,-5.299999844282865524e-03,-3.000000142492353916e-04,2.766000032424926758e-01
4.993999898433685303e-01,9.945999979972839355e-01,4.875000119209289551e-01,1.279999967664480209e-02,7.792000174522399902e-01,9.882000088691711426e-01,6.060000136494636536e-02,-9.800000116229057312e-03,-5.599999800324440002e-03,-1.300000003539025784e-03,2.727000117301940918e-01
5.002999901771545410e-01,9.922000169754028320e-01,4.848000109195709229e-01,1.260000001639127731e-02,7.767999768257141113e-01,9.893000125885009766e-01,6.329999864101409912e-02,-1.020000036805868149e-02,-7.499999832361936569e-03,1.900000032037496567e-03,2.712000012397766113e-01
4.990999996662139893e-01,9.894999861717224121e-01,4.830000102519989014e-01,9.300000034272670746e-03,7.781999707221984863e-01,9.890999794006347656e-01,6.120000034570693970e-02,-8.799999952316284180e-03,-9.700000286102294922e-03,-1.700000022538006306e-03,2.714999914169311523e-01
4.981000125408172607e-01,9.926999807357788086e-01,4.839000105857849121e-01,1.040000002831220627e-02,7.774000167846679688e-01,9.900000095367431641e-01,6.140000000596046448e-02,-7.000000216066837311e-03,-4.900000058114528656e-03,-1.700000022538006306e-03,2.711000144481658936e-01
4.975000023841857910e-01,9.922999739646911621e-01,4.824999868869781494e-01,1.190000027418136597e-02,7.766000032424926758e-01,9.915000200271606445e-01,6.230000033974647522e-02,-5.499999970197677612e-03,-2.700000070035457611e-03,-1.799999969080090523e-03,2.705999910831451416e-01
5.006999969482421875e-01,9.958999752998352051e-01,4.867999851703643799e-01,1.240000035613775253e-02,7.784000039100646973e-01,9.914000034332275391e-01,5.829999968409538269e-02,-7.199999876320362091e-03,-5.499999970197677612e-03,-2.499999944120645523e-03,2.680999934673309326e-01
5.015000104904174805e-01,9.932000041007995605e-01,4.880999922752380371e-01,1.319999992847442627e-02,7.781999707221984863e-01,9.904999732971191406e-01,5.570000037550926208e-02,-6.200000178068876266e-03,-2.700000070035457611e-03,-3.400000045076012611e-03,2.664000093936920166e-01
5.054000020027160645e-01,9.973000288009643555e-01,4.912999868392944336e-01,1.370000001043081284e-02,7.842000126838684082e-01,9.944000244140625000e-01,5.299999937415122986e-02,-7.000000216066837311e-03,-3.500000108033418655e-03,-3.000000026077032089e-03,2.660000026226043701e-01
5.112000107765197754e-01,9.963999986648559570e-01,4.902999997138977051e-01,1.109999977052211761e-02,7.864999771118164062e-01,9.929000139236450195e-01,5.189999938011169434e-02,-4.900000058114528656e-03,-4.300000146031379700e-03,-2.499999944120645523e-03,2.581000030040740967e-01
5.070000290870666504e-01,9.972000122070312500e-01,4.900000095367431641e-01,1.219999976456165314e-02,7.846999764442443848e-01,9.921000003814697266e-01,5.290000140666961670e-02,-3.100000089034438133e-03,-4.300000146031379700e-03,-4.300000146031379700e-03,2.527999877929687500e-01
5.045999884605407715e-01,9.965000152587890625e-01,4.912999868392944336e-01,1.229999959468841553e-02,7.857999801635742188e-01,9.932000041007995605e-01,4.809999838471412659e-02,-7.300000172108411789e-03,-5.799999926239252090e-03,-2.400000113993883133e-03,2.486999928951263428e-01
5.048000216484069824e-01,9.955999851226806641e-01,4.952000081539154053e-01,1.159999985247850418e-02,7.843999862670898438e-01,9.916999936103820801e-01,4.890000075101852417e-02,-1.020000036805868149e-02,-4.900000058114528656e-03,-9.999999747378751636e-05,2.446999996900558472e-01
5.012999773025512695e-01,9.959999918937683105e-01,4.955999851226806641e-01,1.009999960660934448e-02,7.853999733924865723e-01,9.882000088691711426e-01,4.989999905228614807e-02,-1.150000002235174179e-02,-5.299999844282865524e-03,2.899999963119626045e-03,2.382999956607818604e-01
4.964999854564666748e-01,9.954000115394592285e-01,4.954000115394592285e-01,1.030000019818544388e-02,7.843999862670898438e-01,9.868999719619750977e-01,5.000000074505805969e-02,-1.329999975860118866e-02,-5.700000096112489700e-03,7.300000172108411789e-03,2.326000034809112549e-01
4.964999854564666748e-01,9.950000047683715820e-01,4.950999915599822998e-01,1.250000018626451492e-02,7.850000262260437012e-01,9.868000149726867676e-01,4.940000176429748535e-02,-9.800000116229057312e-03,-8.500000461935997009e-03,6.699999794363975525e-03,2.242999970912933350e-01
4.955999851226806641e-01,9.919999837875366211e-01,4.957999885082244873e-01,1.310000009834766388e-02,7.870000004768371582e-01,9.875000119209289551e-01,4.859999939799308777e-02,-7.400000002235174179e-03,-3.199999919161200523e-03,8.399999700486660004e-03,2.173999994993209839e-01
4.938000142574310303e-01,9.915000200271606445e-01,4.934000074863433838e-01,1.229999959468841553e-02,7.871000170707702637e-01,9.861000180244445801e-01,4.859999939799308777e-02,-4.600000102072954178e-03,-1.900000032037496567e-03,9.200000204145908356e-03,2.114000022411346436e-01
4.923000037670135498e-01,9.911999702453613281e-01,4.934999942779541016e-01,1.130000036209821701e-02,7.912999987602233887e-01,9.850000143051147461e-01,5.139999836683273315e-02,-4.600000102072954178e-03,-6.000000284984707832e-04,9.300000034272670746e-03,2.039999961853027344e-01
4.921000003814697266e-01,9.901999831199645996e-01,4.977999925613403320e-01,1.510000042617321014e-02,7.879999876022338867e-01,9.829000234603881836e-01,4.780000075697898865e-02,-4.499999806284904480e-03,-3.400000045076012611e-03,3.000000026077032089e-03,2.010000050067901611e-01
4.939000010490417480e-01,9.934999942779541016e-01,4.997000098228454590e-01,1.169999968260526657e-02,7.868000268936157227e-01,9.848999977111816406e-01,4.830000177025794983e-02,-3.100000089034438133e-03,7.999999797903001308e-04,4.600000102072954178e-03,1.990000009536743164e-01
4.964999854564666748e-01,9.936000108718872070e-01,5.042999982833862305e-01,1.400000043213367462e-02,7.882000207901000977e-01,9.851999878883361816e-01,4.659999907016754150e-02,-1.799999969080090523e-03,1.500000013038516045e-03,1.000000047497451305e-03,1.958999931812286377e-01
5.006999969482421875e-01,9.929999709129333496e-01,5.015000104904174805e-01,1.269999984651803970e-02,7.865999937057495117e-01,9.861999750137329102e-01,4.930000007152557373e-02,-9.999999747378751636e-05,1.500000013038516045e-03,-7.999999797903001308e-04,1.951999962329864502e-01
4.997999966144561768e-01,9.955000281333923340e-01,5.004000067710876465e-01,1.830000057816505432e-02,7.843000292778015137e-01,9.832000136375427246e-01,5.029999837279319763e-02,-1.399999950081110001e-03,3.599999938160181046e-03,3.000000026077032089e-03,1.960999965667724609e-01
4.979000091552734375e-01,9.994000196456909180e-01,5.027999877929687500e-01,1.879999972879886627e-02,7.817999720573425293e-01,9.830999970436096191e-01,5.029999837279319763e-02,-3.999999898951500654e-04,5.000000237487256527e-04,-9.999999747378751636e-05,1.950999945402145386e-01
4.995000064373016357e-01,9.997000098228454590e-01,5.029000043869018555e-01,1.920000091195106506e-02,7.833999991416931152e-01,9.850999712944030762e-01,5.130000039935112000e-02,-1.599999959580600262e-03,2.400000113993883133e-03,1.500000013038516045e-03,1.935999989509582520e-01
4.975000023841857910e-01,1.001500010490417480e+00,5.033000111579895020e-01,2.050000056624412537e-02,7.835000157356262207e-01,9.878000020980834961e-01,5.029999837279319763e-02,-3.299999982118606567e-03,4.800000227987766266e-03,0.000000000000000000e+00,1.967000067234039307e-01
4.981000125408172607e-01,1.003700017929077148e+00,5.022000074386596680e-01,1.879999972879886627e-02,7.785000205039978027e-01,9.868999719619750977e-01,5.090000107884407043e-02,-5.400000140070915222e-03,3.800000064074993134e-03,6.000000284984707832e-04,1.990000009536743164e-01
4.943000078201293945e-01,1.000499963760375977e+00,5.045999884605407715e-01,1.840000040829181671e-02,7.767000198364257812e-01,9.872000217437744141e-01,5.150000005960464478e-02,-8.999999612569808960e-03,1.099999994039535522e-03,2.199999988079071045e-03,2.011999934911727905e-01
4.991999864578247070e-01,9.972000122070312500e-01,5.067999958992004395e-01,1.810000091791152954e-02,7.767000198364257812e-01,9.902999997138977051e-01,5.119999870657920837e-02,-8.299999870359897614e-03,1.399999950081110001e-03,3.899999894201755524e-03,1.970999985933303833e-01
5.030999779701232910e-01,9.986000061035156250e-01,5.059999823570251465e-01,1.410000026226043701e-02,7.738999724388122559e-01,9.894000291824340820e-01,5.609999969601631165e-02,-8.000000379979610443e-03,5.200000014156103134e-03,4.699999932199716568e-03,1.993000060319900513e-01
4.999000132083892822e-01,9.958000183105468750e-01,5.016999840736389160e-01,1.190000027418136597e-02,7.748000025749206543e-01,9.882000088691711426e-01,5.110000073909759521e-02,-5.299999844282865524e-03,4.300000146031379700e-03,9.800000116229057312e-03,2.034000009298324585e-01
5.056999921798706055e-01,9.951999783515930176e-01,5.016999840736389160e-01,1.569999940693378448e-02,7.781000137329101562e-01,9.872999787330627441e-01,4.859999939799308777e-02,-7.899999618530273438e-03,2.499999944120645523e-03,6.300000008195638657e-03,1.987999975681304932e-01
5.022000074386596680e-01,9.936000108718872070e-01,4.993999898433685303e-01,1.480000000447034836e-02,7.799999713897705078e-01,9.891999959945678711e-01,4.930000007152557373e-02,-8.600000292062759399e-03,1.700000022538006306e-03,4.999999888241291046e-03,1.962999999523162842e-01
5.044000148773193359e-01,9.897999763488769531e-01,4.975000023841857910e-01,1.850000023841857910e-02,7.817000150680541992e-01,9.909999966621398926e-01,4.459999874234199524e-02,-1.080000028014183044e-02,4.499999806284904480e-03,4.900000058114528656e-03,1.914999932050704956e-01
